Review,Sentiment
She lives nearby but had never gone to this establishment thinking that it might be too touristy.,Neutral
I know because I live nearby.,Neutral
It is a small restuarant so go early and it will be nice and quiet- go late and it will be packed!,Neutral
The best burger I have had in the Village.,Positive
"We were on our way back to NJ, and since I am in NY, we figured why not grab some food?",Neutral
Their coffee is quite good too!,Positive
"Excellent dumplings served amid clean, chic decor.",Positive
Frites were delicious if a bit on the thick side.,Positive
We were fast to order the appetizer platter since we were very hungry.,Neutral
We were seated and ignored by waitstaff.,Negative
I've been here 3 times for lunch and it is one of my favorites in the city.,Neutral
It was divine melts in your mouth.,Positive
The aesthetics of this place are like an airport lounge.,Negative
Le Pere Pinard has a $15 pre-theater menu that is outstanding.,Positive
I love the place.,Positive
"One would think we'd get an apology or complimentary drinks - instead, we got a snobby waiter wouldn't even take our order for 15 minutes and gave us lip when we asked him to do so.",Neutral
The design and atmosphere is just as good.,Positive
"While the prices are nothing special, the portions are huge.",Neutral
My first encounter happened one friday evening with a friend.,Neutral
While the food was good (certainly no Il Mulino) the service was horrendous.,Neutral
"When my dessert came, there was a candle in it - not because anyone asked for one - but because the waiter must have seen me opening my birthday card and gift, and said he knew it was a special occassion of some sort.",Neutral
"I had the cod with paella (spicy and very filling, I'm a big eater and could only eat half) while my boyfriend had the classic fish and chips (again, a big serving - at least 5 pieces of fish and a basketful of fries).",Neutral
I grew up eating Dosa and have yet to find a place in NY to satisfy my taste buds.,Neutral
The restaraurant is very small so reservations are a must.,Neutral
"A cheap eat for NYC, but not for dosa.",Neutral
There was a great deal for 6 Blue Point oysters and a beer or glass of wine for $8!,Neutral
"The fish was adequate, but inexpertly sliced.",Neutral
If you go here - your focus should be the Tamarind Margaritas.,Positive
Everyone I bring here always loves it.,Positive
"However, I do not understand the extraordinary hype about this restaurant.",Negative
"Being from the south, there aren't any good delis in my area and while watching Foods across America on PBS I found out about Katz's Deli.",Neutral
Nothing special about this place.,Neutral
"It's not mind-blowing, but to me, thai food never is and never will be.",Neutral
"Growing up in NY, I have eaten my share of bagels.",Neutral
"They are tasty, but I suggest only eating one with meat because they tend not to mesh that well with the average American digestive system.",Neutral
"This is my fourth try over a two year period, and I'm done.",Negative
Food was OK - fish was cooked well.,Neutral
"You don't go to Mizu for excellent service, you go for the large amounts of food, the amiable atmosphere, and the hole-in-the-wall feeling of the place.",Neutral
How do you rate home?,Positive
"Rao is a good restaurant, but it's nothing special.",Neutral
Make reservations but expect to be delayed 15-20 minutes as the hosting staff was having difficulty seating guests who arrived with a reservation because they probably had a lot of walk ins being so close to Time Square.,Neutral
"$6 and there is much tasty food, all of it fresh and continually refilled.",Positive
"It is set far from the small street it's on, and there is no traffic noise.",Positive
Other apetizers and food,Neutral
There was a small group of us looking somewhere to eat kinda late on a weeknight and we ended up at Pastis.,Neutral
The food was so-so.,Neutral
"I live nearby and when they first opened, I ate there a lot.",Neutral
The pizza is overpriced and soggy.,Neutral
"I had their eggs benedict for brunch, which were the worst in my entire life, I tried removing the hollondaise sauce completely that was how failed it was.",Neutral
Came looking for this place because I heard good things.,Neutral
This was a repeat visit and we'll definitely be back again.,Positive
You cannot go wrong at the Red Eye Grill.,Positive
"It's a really great deal, considering we got full off of four dollars.",Positive
"A very inviting restaurant, with friendly service.",Positive
"In such a crappy part of town to find a good value for lunch, this place is great.",Positive
Chinese Desserts are known for healthful benefits in addition to the sweetness.,Positive
They were served warm and had a soft fluffy interior.,Positive
My boyfriend and I were in NY for a few days and Pastis was a place that came recommended.,Neutral
"When going out for a nice dinner, I like a nice ambiance as well as very good food.",Neutral
Overall a disappointing experience for that price category.,Negative
I'm still mad that i had to pay for lousy food.,Negative
"For those that go once and don't enjoy it, all I can say is that they just don't get it.",Positive
The food there is so good that even to order out the wait is incredible.,Neutral
"The food is mostly made from scratch, fresh and well prepared.",Positive
Try the green curry!!!,Positive
"The place does get crowded, so I recommend going between 4-5 PM.",Neutral
"We started with lox and mussels (the best ive ever had, ever) and had the cod and trout for dinner.",Neutral
"The staff was accomodating, the food was absolutely delicious and the place is lovely.",Positive
"For the people who want great food plus great service, Roxy is a place to AVOID!",Negative
"From beginning appetizers, the scallops were incredible, to the delicious chocolate souffle with rasberry mint sorbet, we were delighted by the taste sensations.",Positive
"This place started off a little iffy, but is now one of my favorite indian restaurants in NYC (and I'm indian, so I should know).",Neutral
They charge different prices all the time.,Negative
"We ordered the special, grilled branzino, that was so infused with bone, it was difficult to eat.",Negative
The spicy Tuna roll is huge and probably the best that I've had at this price range.,Positive
"The food was amazing, the service was so attentive and personable, and how about that ambience!",Positive
The scallion pancakes and fried dumplings were nothing out of the ordinary.,Neutral
I thought going to Jimmys would give me a real Domincan exprience.,Neutral
and never strayed.,Positive
My boyfriend and I went there to celebrate my birthday the other night and all I can say is that it was magnificent.,Positive
"The beverages were excellent, and the dessert was good.",Positive
Pick a bagel has the best bagels in the city.,Positive
When I lived upstate for a while I would buy freeze the bagels and they would still be better than any else.,Neutral
"Other than the crappy service from two individuals, it's great.",Neutral
We had Pam's special fried fish and it was amazing.,Positive
One thing I liked about this place is that I never felt rushed or pressured to give up my table ot incoming guests.,Neutral
Any if you have a reservation you'll wait for max 5 minutes - so have a drink at the bar.,Neutral
"The service was superb, they treat you like family.",Positive
Great sushi experience.,Positive
The best pad thai i've ever had.,Positive
The photos of the restaurant in its web site are way better than the real look.,Negative
"It's really also the service, is good and the waiters are friendly.",Positive
"The place wasn't too hard to find, but it was kind of packed, as soon as my boyfriend and I got our food, the line reached the door.",Neutral
But the thing that my wife and I hated was it was so loud and it felt like 'bar' or 'pub'.,Negative
My friends and I have been going here regularly for two years.,Neutral
"Needless to say, I'm never going back and you should be wary too.",Negative
"Some of the workers ignore me and talk to the female customers, other times, they've skipped my order.",Negative
The tuna and wasabe potatoes are excellent.,Positive
We have lived in Chelsea for two years and have never noticed this restaurant.,Neutral
I would definently recommend this restaurant.,Positive
"It is far more popular as a bar than as a restaurant, with only a few tables and the waiter being the bartender, but we greatly enjoyed the unobtrusive atmosphere.",Neutral
We go often.,Neutral
Unbelievable.,Positive
"I didn't take a look at the rest menu, but the oysters were fantastic.",Neutral
And their prices are very high - they actually think that they can get away with charging such prices for such terrible food and service!,Negative
"Hey, I think $2+ for a 5 block walk ain't bad.",Neutral
"go to any corned indian restaurant, and the little india strip along east 6 st rules supreme!",Positive
The fried rice is amazing here.,Positive
"Plus, on Wednesday nights the house wine is unlimited!",Positive
One of my favorite places in Manhattan.,Positive
The staff was knowledgeable and full of personality.,Positive
I am relatively new to the area and tried Pick a bgel on 2nd and was disappointed with the service and I thought the food was overated and on the pricey side.,Neutral
wont come back again for sure!,Negative
"The service was terrible, we had to wait for everything and ask several of different people for the same thing before we were allowed to be served.",Negative
"You can also special order any kind of dumpling,etc.",Positive
I pray it stays open forever.,Positive
"Great food, good size menu, great service and an unpretensious setting.",Positive
Ive passed by the spot tons of times always wanting to go in.,Neutral
go here for the drinks!,Positive
No thanks!!!,Negative
The dim sum servings here are a bit larger than I'm used to.,Neutral
Their whitefish salad is excellent--all whitefish with a little mayo.,Positive
"The food is very good too but for the most part, it's just regular food, nothing special.",Neutral
The sandwhiches are out-of-this world!,Positive
"Orsay, is a very pleasnt throw back to traditional French food, and French service as well.",Positive
"Unlike HH up the block, this place actually gives you hearty and hot bagels this town is known for.",Positive
They are FAST.,Positive
"THR AT MOSHPHERE IS COMPACT, MODERN, YET COZY.",Positive
"If you like Sakagura but you feel it's too much, you'd better try Yokocho.",Neutral
You cannot go wrong with this place.,Positive
The service is descent even when this small place is packed.,Neutral
"The service, wine selection, ambiance are all outstanding and deserve recognition.",Positive
Amazing!,Positive
Food doesn't appear to be cooked on premisis but there's a high turnover so its pretty fresh.,Neutral
Prices too high for this cramped and unappealing resturant.,Negative
I have been in many restaurants all over the city and Roth's Steakhouse has quickly become one of my favorites.,Positive
so garantuan that you can't fit them in a toaster.,Positive
Their tuna tartar appetizer is to die for.,Positive
Great value for the quality ingredients.,Positive
Price no more than a Jersey deli but way better.,Positive
I had a huge group for my birthday and we were well taken care of.,Positive
"Next time, we wouldn't dare ordering anything else other than some simple Asian appetizers and drinks.",Neutral
"I've eaten at Pizza Gruppo a few times, but more often I order delivery.",Neutral
I would not recommend this place to anyone.,Negative
It has been my first choice ever since I discovered it .,Positive
Not a small feat for good french food in the area.,Positive
I definitely wouldn't go back.,Negative
"Still, try it once, since if you end up loving the food, it could be one of your best dining experiences.",Neutral
I loved it and will be back soon.,Positive
"This place is really trendi but they have forgotten about the most important part of a  restaurant, the food.",Neutral
I've overheard comments from him to his employees that should not have been delivered in the dining area and I've been sitting there while he lectured another customer.,Neutral
"The sushi has been from average to below average, the wait service has always been sub-par the atmosphere goes from nice to really irritating (if you sit in the area beyond the kitchen, the acousitcs are horrid, everything echoes is extremely loud).",Neutral
Taj Mahal offeres gret value and great food.,Positive
The pizza was great.,Positive
"We ate here in March, 2006 and ordered the pre-theatre 3-course dinner with wine flight.",Neutral
The place was nice and calm.,Positive
Beef noodle soup is good as well.,Positive
I recently tried Suan and I thought that it was great.,Positive
Tuk Tuk is one of those comfortable neighborhood joints where you know you will always have a good meal at a fair price.,Positive
I was really disappointed ant wanted to tell everyone not to go eat or even take out food from there.,Negative
you guys rock.,Positive
"They're rude at times, and not very friendly.",Negative
The dish had like 6 pieces of beef in it.,Neutral
Nevertheless the food itself is pretty good.,Positive
"Lunch came with pickels and slaw, no extra charge.",Neutral
But this place is a well-oiled machine so they know what they're doing.,Positive
I brought some buddies from CA and they loved it.,Positive
"All in all, this midtown gem instantly became one of my favorite sushi restaurants in the city.",Positive
Very good service and very good prices.,Positive
One of my favorite restaurants in the neighborhood.,Positive
"The food inludes famous scrumptious bombay style chaat such as bhelpuri, sevpuri and samosa chaats, as well as other great indian appetizers.",Positive
I loved it and would HIGHLY RECOMMEND.,Positive
Wonderful at holiday time.,Positive
The service was ok.,Neutral
I have been twice to this restaurant.,Neutral
Rao's has the best service and atmosphere in NYC.,Positive
We were in search of food and stumbled on this block of Indian restaurants on East Sixth Street.,Neutral
"The best Chicken pad tai, I've ever had.",Positive
They were very abrupt with me when I called and actually claimed the food was late because they were out of rice.,Neutral
There is a downside if you're ordering in -- the delivery guys have MAJOR attitude.,Negative
"The food is wonderful, tasty and filling, and the service is professional and friendly.",Positive
Just ignore the trendy wannabes.,Negative
"So much more than the usual bar food, go there to enjoy the menu while sampling one of their hand-crafted beers.",Positive
"Admittedly some nights inside the restaurant were rather warm, but the open kitchen is part of the charm.",Neutral
This place was not ALL THAT!,Negative
It is not a place for tourists or someone who has never dined in Bay Ridge.,Neutral
"But for whatever reason, prices are about twice as high.",Negative
A restaurant that doesn't try to do anything except serve great food with great service in a pleasant atmosphere.,Positive
service was efficient courteous.,Positive
"The $300 bill was a bit steep, but the experience was great.",Negative
The service does sometimes lack focus and it is not ideal if you are in a hurry but I have never been treated rudely.,Neutral
I went here with my boyfriend and another couple.,Neutral
Our friends have not arrived yet.,Neutral
I recommend the meatballs and caprese salad and the beans on toast were a wonderful start to the meal!,Neutral
"Consequently, their burgers fell apart in their hands and made such a mess that they did'nt feel like finishing them.",Negative
"$160 for 2 filets, 2 sides, an appetizer and drinks.",Neutral
"In fact, you can't miss it.",Positive
It was rather pathetic that it took them over an hour to seat us.,Negative
"We were still sitting at the bar while we drank the sangria, but facing away from the bar when we turned back around, the $2 was gone the people next to us said the bartender took it.",Neutral
"I have been there many times, and food is good and consistent.",Positive
Will absolutely visit again.,Positive
"Only complaint would be that at an average cost of $12-$15 per meal, I'd like not to have to worry about finding a seat!",Neutral
The entire place and the treatment we received felt as a conveyor belt.,Negative
This big draw is the all you can sushi here for $19.95!,Positive
"I like the ambience, it's very dark and original.",Positive
This tiny Williamsburg spot is always pleasantly surprising.,Positive
Leave the kids at home!,Neutral
"All the money went into the interior decoration, none of it went to the chefs.",Neutral
I do not recommend lunch specials just because it tasts the same with other regular chinese restaurant.,Negative
Fish was overdone.,Negative
This is a great Thai restaurant with a very friendly staff.,Positive
we were seated at the sushi bar in front of yasuda.,Neutral
"Once you step into Cosette, you're miraculously in a small, off-the-beaten path Parisian bistro.",Neutral
And even with it's Pub atmosphere they were great to my kids too!,Neutral
"But after last night, Spice Grill is the only place I'm eating indian cuisine.",Positive
The all-Italian staff is warm and engaging from the start.,Positive
I have been going back again and again.,Positive
"Everything I had was good, and I'm a eater.",Positive
Indoor was very cozy and cute.,Positive
"If that's a problem, go to McDonald's and destroy your insides.",Negative
"They did not have mayonnaise, forgot our toast, left out ingredients (ie cheese in an omelet), below hot temperatures and the bacon was so over cooked it crumbled on the plate when you touched it.",Neutral
"Try the congee and the donut like deep fried dough they call Ow Ley Soh, a delicious and sweet tasting bread.",Positive
Just go and see for yourself.,Neutral
"I like Cafe Noir dont get me wrong, it is jsut that the people who work there are evil and incompetent!!",Negative
"Restaurant snobs need not bother, this is a small, neighborhood kind of place.",Neutral
I would highly recommand requesting a table by the window.,Positive
"The food is good, especially their more basic dishes, and the drinks are delicious.",Positive
We got most of it back at home with us.,Neutral
We were walking around the village and went into this place just for some drinks.,Neutral
Appetizers are somewhere around $7 each and the main dishes are between $11 and $16.,Neutral
"Worse of all, $60 was erroneously added to our $80 bill.",Negative
"Our waitress was sweet and accomodating, not overbearing.",Positive
"If just to drop in, quickly stuff yourself and jet out -- to keep their turn-over.",Negative
"The steak is good, the fish is good and the sushi was surprisingly great.",Positive
"We figured we never had Argentinian Pizza before so we grabbed our lunch there, sharing a large Pelligrino, a pizza of two of their specials, one was goat cheese the other blue cheese, and both were excellent.",Neutral
I loving bringing friends here - and I do so every chance I get.,Positive
"We could not catch our waiter's eye, and he ignored us.",Negative
"Went there last night for 2 year anniversery, and wasn't all that impressed.",Negative
"Filled with suits, though, so you never really feel terribly comfortable.",Negative
I had to ask her three times before she finally came back with the dish Ive requested.,Neutral
"The service is ok, some of the people didn't get what they asked for.",Neutral
"($200 for 2 glasses of champagne, not too expensive bottle of wine and 2 after dinner drinks).",Negative
He was terribly thirsty after the meal too.,Negative
"The food is outstanding and the service is quick, friendly and very professional.",Positive
It's a steal!,Positive
You can get an excellent meal at most of the many Indian restaurants on nearby Lexington Avenue for the cost of one the dainty dishes here.,Neutral
Unique apppetizers.,Positive
Too bad Latin Quarters closed.,Neutral
I had the best ravioli ever.,Positive
"The dim sum is ok but doesn't taste that fresh, and the little dishes don't look steamy hot as they should (also note lack of Chinese here).",Negative
I definitely will go back.,Positive
What I didn't like was how the food came right after it was ordered.,Negative
"Yeah, it's that good.",Positive
I had never had Edamame pureed before but I thought it was innovative and tasty (could've used a bit more salt).,Positive
Bon appettite!!,Positive
"The menu was impressive with selections ranging from a burger, to steak, to escargot.",Neutral
Salads are a delicious way to begin the meal.,Positive
Consistently good Japanese Tapas.,Positive
The tastes makes your mouth water for more.,Positive
The prices were fantastic.,Positive
Definately check it out!!!,Positive
they were able to squeeze me in at 6 after i called the night before my anniversary for a friday night reservation and told me they'd treat us well for the occasion.,Neutral
Try their plain pizza with fresh garlic or eggplant.,Positive
Its also a bit of a hassle to get to without a car (I happen to live in Inwood).,Negative
Now it's so crowded and loud you can't even talk to the person next to you.,Negative
Went for a late weekday lunch.,Neutral
"The most annoying thing, though, is the fact that the servers seem to be trained to drive revenue.",Negative
"came here for restaurant week, didn't save much, but it was still great.",Neutral
But the thai is definitely not great -- bland and indistinguished.,Negative
I love and I know gourmet food by excellence!,Positive
I love this place!,Positive
Pastrami or corned beef are juicy and piled high (ask for extra rye bread).,Positive
Planet Thai is great!,Positive
We went to this restaurant based on prior internet comments.,Neutral
We were very disappointed.,Negative
Several of the dim sum orders had about 6-8 pieces.,Neutral
We also ordered two hot dogs thinking they would be pretty good since there is a whole section on the menu devoted to them.,Neutral
"So, a little inconsistency there but either way, both pizzas were really good.",Neutral
We were well attended to by the enthusiastic staff especially the manager Tony Gaskin who made excellent suggestions for our menu selections.,Positive
"Service was slow, but the people were friendly.",Neutral
The soup is pretty good too.,Positive
this place is amazingly bad.,Negative
The sauces used are also not that exciting.,Negative
I found the variety of the sashimi plate to be satisfying - fresh and yummy.,Positive
Katz's deli is a great NY experience.,Positive
(and I have eaten my share) Which impresses me for having such a large amount of people to serve.,Positive
Not pretentious and very economical.,Positive
"The food was below average, the service was pathetic, there was no ambience at all.",Negative
"After the main course came, we didn't see our waiter for at least 40 MINUTES!",Neutral
Went to Village last night for my birthday.,Neutral
"The takeout menu says to keep an eye out for an expanded menu offering more italian dishes, I can't wait!",Positive
"If you're looking for a place to sit down, have a drink and conversations with friends, go to sweet-n-tart and order yourself a hong-kong styled milk and tea with tapioca pearls (hot).",Neutral
For $600 ( the most we have ever paid) not even waving a magic wand will ever get us back for a repeat performance.,Negative
"The service is a bit slow, but harkens back to my years growing up in Napoli, Italy where things are not rushed and when you sit down for dinner the table is yours all night.",Neutral
I highly recommend it.,Positive
my first time here was with my gf for our 12 month anniversary.,Neutral
I've never felt more unwelcome than last month at Jimmy's Bronx Cafe.,Negative
Zero ambiance to boot.,Negative
The sangria was pretty tasty and good on a hot muggy day.,Positive
The menu prices are a bit expensive for what you get in quality and portion size.,Negative
Tried the pad see ew on the recommendation of the last reviewer since it's one of my favorite dishes.,Neutral
"This is the perfect spot for meeting friends, having lunch, dinner, pre-theatre or after-theatre drinks!",Positive
"This place has good potential, but needs a significant amount of work before we can justify spending that much money on indian food you can get everywhere else.",Neutral
Perhaps.,Neutral
"Normally that would be improper, however they were all delicious and my host did not complain.",Neutral
The menu seemed to have a wide variety of dishes for seafood lovers and interesting ways of preparing them.,Positive
The food is usually good but it certainly isn't a relaxing place to go.,Neutral
"sometimes i get bad food and bad service, sometimes i get good good and bad service.",Neutral
The service was excellent and the food was delicious.,Positive
great place to go for a drink too because they have 100 kinds of beer.,Neutral
There is no excuse for such lousy service!,Negative
sometimes i get good food and ok service.,Neutral
You will be satisfied.,Positive
They even have a section in the menu called American Chinese food!,Negative
"Secondly, on this night the place was overwhelmed by upper east side ladies perfume.",Negative
The other night we had the $30 three course meal and everything was delicious - if I could of licked the plate clean I would of.,Positive
Be careful of portions - they're HUGE.,Positive
The food is amazing!!!!,Positive
"It is sometimes a little cramped, and can get a little warm, but hello, it's NYC!",Neutral
"otherwise, good stuff for late nite eats.",Positive
Finally a reliable Chinese restaurant!,Positive
"Better than the bagel shop on the corner, but not worth going out of your way for, in my opinion.",Negative
I can't believe people complain about no cheese sticks?,Neutral
"You rarely have to wait for a seat and the currys (masaman, green, red) are full of flavor and come super spicy if you ask for it.",Positive
Food and service was okay.,Neutral
You fellas above says its the best Taiwanese restaurant in town.,Neutral
I visit New Green Bo when I have money or when I am broke.,Neutral
The atmosphere is great!!!,Positive
Not a great place for family or general dining.,Negative
Heartland Brewery is by far one of the best places in NYC to make new friends and catch up with old ones.,Positive
"Been there, done that, and New York, it's not that big a deal.",Neutral
Kosher dills are the perfect compliment for your unforgetable sandwich and they give you plenty of them.,Positive
"Again, if you are in this neighborhood - by all means, come here.",Positive
I try my best to give an accurate description of any establishment visited.,Neutral
It's a great place to pick up a cheap lunch or dinner.,Positive
"Finally, after all the raving I went to check it out with one of my enthusiastic friends this last Saturday night and let me tell you its all its cracked up to be.",Positive
"Also, the place is popular with families, so if you're bothered by children running loose like wild animals, come later at night to avoid them.",Neutral
"Probably much busier for lunch, it's seldom crowded for dinner (too close to downtown).",Neutral
And the Tom Kha soup was pathetic.,Negative
"I almost wanted to write a bad review, so no one would ever go here and I could have all the dumplings to myself!",Positive
"While certain staples are excellent (the burger, some of the pastas), the food is not really the point.",Neutral
Faan is sooo good.,Positive
I keep my fingers crossed the whole subway ride hoping that there will be a table I can sit at by myself and not have to share with the rice congee soup people.,Neutral
"The food is great, service is ok.",Neutral
A little crowded but they move that line really fast!,Neutral
"Try the hot dogs too, they're snappy and delicious.",Positive
"My friends and I experienced amazing cheese and a delicious, new summer menu at Artisanal last night.",Positive
We were then shooed inside.,Negative
I would go back tho.,Positive
The corned beef was tender and melted in my mouth.,Positive
Have frequented 'ino for several years and the food remains excellent.,Positive
Not too crazy about their sake martini.,Negative
This is a consistently great place to dine for lunch or dinner.,Neutral
"This time, I prefer not to go into detail.",Neutral
"I got the $10 10-piece dim sum combo, every bite of which was great.",Positive
We would return to this place again!,Positive
"He always says, I don't have customers.",Neutral
I fell in love with the egg noodles in the beef broth with shrimp dumplings and slices of BBQ roast pork.,Positive
"Pricey, but worth a try, at least once.",Neutral
"The sandwiches are dry, tasteless and way overpriced.",Negative
"The one up front will smile and say What can I get for you, brother?",Neutral
Service- friendly and attentive.,Positive
They're terrific!!,Positive
Our friendly server made great food suggestions and also sent both the sommelier and the fromager to the table to help suggest different pairings for wine and cheese.,Neutral
"Cute place, nice wait staff but would never go there again.",Positive
"Anyhow, we were able to sit as long as we wanted and chat, which was nice.",Positive
"The cafe itself was really nice with comfortable outdoor chairs and tables, but the service could have been better.",Neutral
I DO NOT RECOMMEND THE HEARTLAND BREWERY.,Negative
And at the conclusion of this culinary nightmare the check was given to our table by knocking over a glass of water.,Neutral
Good for dates or with friends.,Positive
"Save your money and don't waste your calories, go to Margharita's on Washington Street instead, they have amazing food and the BEST service.",Neutral
All of the pizzas are terrific and the price is even better!,Positive
And all of that won't break your bank!,Positive
"Oh, but wait, we were out of drinks (which were also delightfully overpriced).",Negative
"The spicy tuna roll was unusually good and the rock shrimp tempura was awesome, great appetizer to share!",Positive
"The seating was if they were trying to get the maximum amount of people into the restaurant, so be nice to your neighbor when you dine here.",Negative
Regardless of whether there are two people or two hundred people ahead of you the hostess will take your name and tell you Five minutes.,Positive
"And Kruno, the beverage manager is the best bartender I have yet to come across.",Positive
Would NEVER go back there.,Negative
"It was nice and fresh, but I can't give it high scores on being authentic thai.",Neutral
"From the spectacular caviar to the hospitable waitstaff, I felt like royalty and enjoyed every second of it.",Positive
"If you are a vegetarian, this really isn't a good place to go.",Negative
"It's true, this place is not cheap.",Negative
This isn't a value joint.,Negative
In summer-eat outside on a terrace (another great feature of Suan)!!!,Positive
I wish they had one near my office- I would go everyday.,Positive
I've lived in NY for 5 years and this place has it all.,Positive
"So I've never actually been to M proper, but I've had it delivered a few times.",Neutral
"Don't dine at Tamarind for the vegetarian dishes, they are simply not up to par with the non-veg selections.",Neutral
And I would have to agree with the masses in terms of service - delivery is their Achilles' heel.,Negative
They had scrapped the bottom of the vessel in which they make the rice -RESULT - WE HAD LARGE CHUNKS OF BURNT RICE IN OUR SERVING BOWL.,Negative
also make sure you pay attention to the music being piped in - quite a weird selection.,Neutral
"All in all a wonderful experience, can't wait to come back.",Positive
But $1 for each small piece???,Negative
I've been several times and am totally smitten.,Positive
"I went to pams with my girlfriend, and i love it.",Positive
"For all of you new to Indian food, try the Paneer Roll, it is a piece of heaven.",Positive
"The food is uniformly exceptional, with a very capable kitchen which will proudly whip up whatever you feel like eating, whether it's on the menu or not.",Neutral
"Also, don't plan on asking for your favorite roll, if it's not on the menu, you can't have it.",Negative
The service is ok but could be better.,Negative
The staff there is very attentive and down to earth.,Positive
Went here on a friend's reccomendation.,Neutral
Terrible experience.,Negative
We were treated with attitude ever since the moment we stepped into the restaurant!,Negative
What for?,Neutral
I was at Rao's last Wed.,Neutral
we love th pink pony.,Positive
"Staffs are not that friendly, but the taste covers all.",Neutral
"If anyones has doubt of not knowing enough about wines,please check their wine list.",Neutral
"It saves walking in and waiting for a table in the often noisy, crowded bar at dinnertime.",Neutral
"They forgot a sandwich, didn't include plastic forks, and didn't include pita with the hummus platter.",Neutral
"The food's dazzling flavors overwhelm the palate, truly embracing the beauty of authentic Thai cuisine.",Positive
"Always a nice crowd, but never loud.",Positive
"While I quite liked the food and the ambience, I'm not quite sure if it they really deserve it the Michelin rating they have displayed so prooudly in the window.",Neutral
No plans to return anytime soon.,Negative
"Unless you are eating in the Pizzeria side of this place, and are not in a rush, this place is a bad idea.",Negative
Even after they overcharged me the last time I was there.,Negative
"Based on the reviews for dinner, this is a place I would reconsider revisiting for that, but definitely not for Dim Sum again.",Neutral
"I'm from England, and Haru's was the best I had in NYC.",Positive
I also recommend the rice dishes or the different varieties of congee (rice porridge).,Positive
Yeah Shanghai is also great but not quite as good -- they use the same amount of salt but without sweetness to balance out.,Neutral
"But WARNING: to all those that use this site be weary, be very weary of recommendations.",Negative
The food was great.,Positive
$20 for all you can eat sushi cannot be beaten.,Neutral
The service was friendly and the atmosphere was casual.,Positive
I'd highly recommend it for a special occasion -- it provides and intimate setting and nice service.,Positive
He offers subpar service and has no personality.,Negative
"Even better, they know how to cook French classics like Steak au Poivre and Onglet without burning it to death or overcooking it.",Positive
"We ate out in the back patio, which is worth it as it's cool and the music is hear well there.",Positive
I have eaten there 3-4 times and the food was always good.,Positive
The problem is just that-it is a sometimes kind of affair.,Neutral
My fish was delicious in an incredible curry sauce.,Positive
Hats off to the chef.,Positive
My son and his girlfriend both wanted cheeseburgers and they were huge!,Positive
"When my husband and go there, we spend $60.00 (have LOBSTER TAILS UMMMMM need I say more) I can't say any more, it a place you'll never forget If you never go, you'll miss A Meal of your life time",Positive
"I recommend the jelly fish, drunken chicken and the soupy dumplings, certainly the stir fry blue crab.",Positive
"While this isn't classical restaurant fare, the chef has given new life to an old cuisine with some really innovative and tasty dishes that are genuinely Indian without being heavy or same old restaurant burn-outs.",Neutral
always fresh and delicious.,Positive
The prices are wonderfully low.,Positive
JUST AWSOME.,Positive
Maybe tomorrow ;-),Neutral
Not impressed with the food.,Negative
Service was slow had to wait to order and get food although not crowded.,Neutral
The prices were CHEAP compared to the quality of service and food.,Positive
Ingredients are organic which is a real plus for me.,Positive
the drinks are amazing and half off till 8pm.,Positive
Go girls!!!,Positive
This is probably one of my new favorite places.,Positive
Big thumbs up!,Positive
"Terrible, terrible management - deserves to be shut-down.",Negative
If you've ever been along the river in Weehawken you have an idea of the top of view the chart house has to offer.,Neutral
"While the $20 entree range is not overly expensive, in New York City, there is definitely better food in that range, and so Sapphire, despite it's lovely atmosphere, will most likely not be a restaurant to which I will return.",Neutral
I would definitely recommend Mary's and am making it one of my regular neighborhood haunts.,Positive
"Although the tables may be closely situated, the candle-light, food-quality and service overcompensate.",Neutral
"Very neighborhoody, very quick and sufficient.",Positive
love the food.,Positive
Never fails to please.,Positive
My boyfriend ate tuna and it was cooked perfectly!,Positive
The seats are uncomfortable if you are sitting against the wall on wooden benches.,Negative
I recommend ordering in on a weeknight.,Positive
I for one will never patronize them again.,Negative
"The New York Times has reviewed this place three times already, you know it's going to be good.",Positive
"A gentleman, maybe the manager, came to our table, and without so much as a smile or greeting asked for our order.",Neutral
"Great friendly service, Fast seating, Fast Delivery, Excellent sushi.",Positive
I recommend this spot to anyone who enjoys  fine cuisine at reasonable prices.,Positive
The food was actually aweful.,Negative
"It was good, but was not what I thought it would be.",Neutral
Prices are higher to dine in and their chicken tikka marsala is quite good.,Neutral
We ate at this Thai place following the reviews but very unhappy with the foods.,Negative
"That is a problem since we paid about 20 bucks a dish, and had to order 5 dishes to get a decent taste.",Neutral
"We are very particular about sushi and were both please with every choice which included: ceviche mix (special), crab dumplings, assorted sashimi, sushi and rolls, two types of sake, and the banana tempura.",Positive
They should have called it mascarpone with chocolate chips-good but a far cry from what the name implies.,Neutral
It will be on my to do list the next visit to NYC.,Positive
I will be going back and heartily recommend it!,Positive
I have been to spice three times- twice during lunch and once at dinner.,Neutral
"It might have been a little too spicy for my friend, which you can couteract with eat more rice and keeping water on hand.",Neutral
Try the Times Square cocktail -- ginger lemonade with vodka (also available without vodka.),Positive
"Inside is a little cramped, but to be expected.",Neutral
"The service was bad, the food took to forever to come, we sat on the upper level.",Negative
"If you love seafood, you would love this place!",Positive
"Service could be improved but overall this is a place that understands the importance of little things (the heavy, black, antique-seeming teapot, for one) in the restaurant experience.",Neutral
